,TC,thr,M,delM,Tplot,Fi,Fi uncertainty,Daa,Daa uncertainty,ln(D/a^2),ln(D/a^2)-del,ln(D/a^2)+del
48,239.93,0.5,0.00558494,5.58494e-05,19.490137990176972,0.958856975176104,0.0006579378597226238,7.16499369830767e-06,7.033405449290066e-08,-11.84630337619497,-11.856168219776391,-11.836534897897824
49,239.96,1.0,0.008497702,8.4977e-05,19.48899846036912,0.9673552502446979,0.0004808401288527997,6.511358898498403e-06,6.067049276762363e-08,-11.941962383358268,-11.951323703281124,-11.932687885604178
50,239.98,1.5,0.00749791,7.49791e-05,19.48823884785532,0.9748535560735914,0.00035192286643004334,4.896175010795379e-06,4.472629137277642e-08,-12.22705626772412,-12.23623319258276,-12.21796279357478
51,239.98,2.0,0.004975179,4.97518e-05,19.48823884785532,0.9798283368692501,0.0002619192968835171,3.102217926925944e-06,2.8427649430398413e-08,-12.683393241994189,-12.692599139802619,-12.674271320252785
52,259.93,0.5,0.001479258,1.47926e-05,18.75891048247918,0.9813075463360663,0.00025241756181776376,4.2869537634994274e-06,4.223453571746442e-08,-12.359934155687812,-12.369834882253695,-12.350130493287805
53,259.96,1.0,0.002475891,2.47589e-05,18.75785485171916,0.9837832691167139,0.00018703314896073575,3.998862897662931e-06,3.802993206351737e-08,-12.429500512842614,-12.439056209968925,-12.420035263454407
54,259.98,1.5,0.000465378,4.65378e-06,18.75715116388123,0.9842486908396316,0.00018048591573466277,5.463170173177004e-07,5.493389793348977e-09,-14.420066411896817,-14.43017262322316,-14.410061315045592
55,259.98,2.0,0.00053802,5.3802e-06,18.75715116388123,0.9847866819298737,0.00017236634068412693,4.89058869601644e-07,4.880247127577229e-09,-14.530782966984138,-14.540811943615228,-14.520853572841244
56,279.92,0.5,0.000254129,2.54129e-06,18.080893919395375,0.9850407939569173,0.00016762668999148467,9.481958166977798e-07,9.5814127847458e-09,-13.868704798323414,-13.878861087536112,-13.858650623091096
57,279.96,1.0,0.000465365,4.65365e-06,18.079586339064566,0.9855061432351633,0.0001604951448634928,8.894361078324046e-07,8.988783406054053e-09,-13.932678161726267,-13.942835735414874,-13.922622727718922
58,279.97,1.5,0.000615167,6.15167e-06,18.079259473531962,0.9861212588948276,0.00015312374212245183,8.137418417667162e-07,8.12342342429808e-09,-14.021622668952578,-14.031655632915603,-14.011689366284937
59,279.98,2.0,0.000709654,7.09654e-06,18.078932619818126,0.9868308987548245,0.00014503457452219592,7.385843445479621e-07,7.392169439638691e-09,-14.118530530869618,-14.12858951830202,-14.108571719828586
60,299.91,0.5,0.000317584,3.17584e-06,17.45017973685129,0.9871484646658013,0.00014321054310645343,1.3740696102058267e-06,1.3875165919269383e-08,-13.49773370299776,-13.50788289469597,-13.48768648332456
61,299.95,1.0,0.000581375,5.81375e-06,17.44896178677369,0.9877298135271476,0.0001399225971447926,1.3028707488717564e-06,1.3083711311916361e-08,-13.550940459774907,-13.561033440381994,-13.540948330383559
62,299.97,1.5,0.000766482,7.66482e-06,17.448352875488553,0.9884962816093581,0.00013757841901995693,1.2102571796237647e-06,1.2075772960401576e-08,-13.624677675796535,-13.634705645140771,-13.614749269036972
