,TC,thr,M,delM,Tplot,Fi,Fi uncertainty,Daa,Daa uncertainty,ln(D/a^2),ln(D/a^2)-del,ln(D/a^2)+del
64,324.9,0.5,0.000432544,4.32544e-06,16.72100994900092,0.9898064777751465,0.00013888061578787303,2.33925838493353e-06,2.3629750608480104e-08,-12.965676608343022,-12.975829358984088,-12.955625900896154
65,324.95,1.0,0.000777665,7.77665e-06,16.719612104999168,0.9905841505680782,0.00013034859248789443,2.233490315528781e-06,2.217921299661982e-08,-13.011945032170452,-13.021924959278875,-13.002063720641235
66,324.97,1.5,0.000997079,9.97079e-06,16.71905303283622,0.9915812447621555,0.00011269604894614815,2.100171102334349e-06,2.0672432632201328e-08,-13.07349173925192,-13.083383717483704,-13.063696654566973
67,324.98,2.0,0.001101683,1.10168e-05,16.71877351077525,0.9926827190814788,9.733983788062783e-05,1.9736691996624874e-06,1.921927616634795e-08,-13.135616209687612,-13.145401773174328,-13.125925476237686
68,349.91,0.5,0.000495181,4.95181e-06,16.049818637049402,0.9931778773670431,9.338768536581998e-05,3.944392252160884e-06,3.997330051108118e-08,-12.443215670753201,-12.453401581736214,-12.433132467262427
69,279.98,3.0,0.000299036,2.99036e-06,18.078932619818126,0.9934769349926051,9.267085385505913e-05,4.2052376382455047e-07,4.301116729783422e-09,-14.681764845873266,-14.692045510496175,-14.671588798690681
70,299.98,2.0,0.000372457,3.72457e-06,17.448048435782457,0.9938493694455003,8.944552892575786e-05,8.273874967145791e-07,8.440941893918716e-09,-14.004992694569927,-14.015247011851878,-13.994842461897075
71,299.98,3.0,0.000511059,5.11059e-06,17.448048435782457,0.99436042412586,8.630420139588146e-05,8.138485467140338e-07,8.197518222866844e-09,-14.021491548803152,-14.031615155329662,-14.011469403391194
72,324.98,2.0,0.000667789,6.67789e-06,16.71877351077525,0.995028214604802,7.840647998863526e-05,1.7736066392179874e-06,1.756092354914054e-08,-13.242495435294309,-13.252446029110246,-13.232642881044727
73,324.98,3.0,0.000840802,8.40802e-06,16.71877351077525,0.9958691520202306,6.80918396254726e-05,1.7381462543968896e-06,1.6851554908428252e-08,-13.262691383685222,-13.27243381803902,-13.253042949306302
74,324.98,3.0,0.000688313,6.88313e-06,16.71877351077525,0.9965574276650307,6.238764328075908e-05,1.7100584017771147e-06,1.6774361110477344e-08,-13.278983034946878,-13.28884069530823,-13.269221600264864
75,349.95,1.0,0.000405019,4.05019e-06,16.048788316482106,0.9969624655191197,5.9939896599858766e-05,3.5229046618080085e-06,3.576272882339158e-08,-12.556224720621074,-12.566428087633504,-12.546124411653054
76,349.89,2.0,0.000663521,6.63521e-06,16.050333846944017,0.9976259977652984,4.726574271962658e-05,3.468456469905169e-06,3.4150131363429826e-08,-12.571800884320849,-12.581695591971604,-12.562003123432927
77,374.95,1.0,0.000524637,5.24637e-06,15.42971763616726,0.9981506709781376,4.388775846214665e-05,7.0289950661429195e-06,7.062115085297881e-08,-11.865466811699488,-11.875564743774994,-11.85546982932221
78,374.97,2.0,0.000714553,7.14553e-06,15.429241498487935,0.9988652520297996,2.7430662629390756e-05,6.872985113224633e-06,6.283237786054292e-08,-11.8879120318064,-11.897096009953906,-11.878811632112917
79,399.96,1.0,0.000416338,4.16338e-06,14.856412770572419,0.9992815632497118,2.122510409541256e-05,1.2865907518815362e-05,1.2642140309839516e-07,-11.260929573030573,-11.27080424491974,-11.2511514575999
80,399.98,2.0,0.000430582,4.30582e-06,14.855971357687222,0.9997121661244552,1.2087119492465437e-05,1.2872132967680306e-05,1.1944229159042438e-07,-11.260445818333737,-11.269768275205445,-11.251209467561603
81,449.94,1.0,0.000287813,2.87813e-06,13.829537125392415,1.0,0.0,inf,,inf,,
